TOP.66b3cf76.00081c5a	START
TOP.66cb5d71.000810ae	user_options->hash_mode	0
TOP.66cb5d71.000810ae	user_options->hex_charset	0
TOP.66cb5d71.000810ae	user_options->hex_salt	0
TOP.66cb5d71.000810ae	user_options->hex_wordlist	0
TOP.66cb5d71.000810ae	user_options->hook_threads	4
TOP.66cb5d71.000810ae	user_options->identify	0
TOP.66cb5d71.000810ae	user_options->increment	0
TOP.66cb5d71.000810ae	user_options->increment_max	256
TOP.66cb5d71.000810ae	user_options->increment_min	1
TOP.66cb5d71.000810ae	user_options->keep_guessing	0
TOP.66cb5d71.000810ae	user_options->kernel_accel	0
TOP.66cb5d71.000810ae	user_options->kernel_loops	0
TOP.66cb5d71.000810ae	user_options->kernel_threads	0
TOP.66cb5d71.000810ae	user_options->keyspace	0
TOP.66cb5d71.000810ae	user_options->left	0
TOP.66cb5d71.000810ae	user_options->logfile_disable	0
TOP.66cb5d71.000810ae	user_options->loopback	0
TOP.66cb5d71.000810ae	user_options->machine_readable	0
TOP.66cb5d71.000810ae	user_options->markov_classic	0
TOP.66cb5d71.000810ae	user_options->markov_disable	0
TOP.66cb5d71.000810ae	user_options->markov_inverse	0
TOP.66cb5d71.000810ae	user_options->markov_threshold	256
TOP.66cb5d71.000810ae	user_options->multiply_accel_disable	0
TOP.66cb5d71.000810ae	user_options->backend_info	0
TOP.66cb5d71.000810ae	user_options->backend_vector_width	0
TOP.66cb5d71.000810ae	user_options->optimized_kernel_enable	0
TOP.66cb5d71.000810ae	user_options->outfile_autohex	1
TOP.66cb5d71.000810ae	user_options->outfile_check_timer	5
TOP.66cb5d71.000810ae	user_options->outfile_format	3
TOP.66cb5d71.000810ae	user_options->wordlist_autohex_disable	0
TOP.66cb5d71.000810ae	user_options->potfile_disable	0
TOP.66cb5d71.000810ae	user_options->progress_only	0
TOP.66cb5d71.000810ae	user_options->quiet	0
TOP.66cb5d71.000810ae	user_options->remove	0
TOP.66cb5d71.000810ae	user_options->remove_timer	60
TOP.66cb5d71.000810ae	user_options->restore	0
TOP.66cb5d71.000810ae	user_options->restore_disable	0
TOP.66cb5d71.000810ae	user_options->restore_timer	1
TOP.66cb5d71.000810ae	user_options->rp_files_cnt	0
TOP.66cb5d71.000810ae	user_options->rp_gen	0
TOP.66cb5d71.000810ae	user_options->rp_gen_func_max	4
TOP.66cb5d71.000810ae	user_options->rp_gen_func_min	1
TOP.66cb5d71.000810ae	user_options->rp_gen_seed	0
TOP.66cb5d71.000810ae	user_options->runtime	0
TOP.66cb5d71.000810ae	user_options->scrypt_tmto	0
TOP.66cb5d71.000810ae	user_options->segment_size	33554432
TOP.66cb5d71.000810ae	user_options->self_test_disable	0
TOP.66cb5d71.000810ae	user_options->slow_candidates	0
TOP.66cb5d71.000810ae	user_options->show	0
TOP.66cb5d71.000810ae	user_options->speed_only	0
TOP.66cb5d71.000810ae	user_options->spin_damp	0
TOP.66cb5d71.000810ae	user_options->status	0
TOP.66cb5d71.000810ae	user_options->status_json	0
TOP.66cb5d71.000810ae	user_options->status_timer	10
TOP.66cb5d71.000810ae	user_options->stdout_flag	0
TOP.66cb5d71.000810ae	user_options->usage	0
TOP.66cb5d71.000810ae	user_options->username	0
TOP.66cb5d71.000810ae	user_options->veracrypt_pim_start	485
TOP.66cb5d71.000810ae	user_options->veracrypt_pim_stop	485
TOP.66cb5d71.000810ae	user_options->version	0
TOP.66cb5d71.000810ae	user_options->workload_profile	2
TOP.66cb5d71.000810ae	user_options->brain_client	0
TOP.66cb5d71.000810ae	user_options->brain_client_features	2
TOP.66cb5d71.000810ae	user_options->brain_server	0
TOP.66cb5d71.000810ae	user_options->brain_server_timer	300
TOP.66cb5d71.000810ae	user_options->brain_port	6863
TOP.66cb5d71.000810ae	user_options->brain_session	0
TOP.66cb5d71.000810ae	hashes->hashfile	..\temp\f7bdfaa1-743a-44b7-b5f6-838fef0ad7ba_hash.txt
TOP.66cb5d71.000810ae	hashes->hashlist_mode	5
TOP.66cb5d71.000810ae	hashes->hashlist_format	0
TOP.66cb5d71.000810ae	hashes->hashes_cnt	0
TOP.66cb5d71.000810ae	hashes->digests_cnt	1
TOP.66cb5d71.000810ae	hashes->digests_done_pot	0
TOP.66cb5d71.000810ae	hashes->digests_done_zero	0
TOP.66cb5d71.000810ae	hashes->digests_done	0
TOP.66cb5d71.000810ae	hashes->salts_cnt	1
TOP.66cb5d71.000810ae	hashes->salts_done	0
TOP.66cb5d71.000810ae	SUB.66cb5d73.000e239b	START
TOP.66cb5d71.000810ae	SUB.66cb5d73.000e239b	mask_ctx->mask	?1?1?1?1?1?2a
TOP.66cb5eb8.00063be1	START
TOP.66cb5eb8.00063be1	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5eb8.00063be1	folder_config->install_dir	.
TOP.66cb5eb8.00063be1	folder_config->profile_dir	.
TOP.66cb5eb8.00063be1	folder_config->session_dir	.
TOP.66cb5eb8.00063be1	folder_config->shared_dir	.
TOP.66cb5eb8.00063be1	user_options->custom_charset_1	?l?u?d
TOP.66cb5eb8.00063be1	user_options->custom_charset_2	aeimquyCGKOSW048
TOP.66cb5eb8.00063be1	user_options->encoding_from	utf-8
TOP.66cb5eb8.00063be1	user_options->encoding_to	utf-8
TOP.66cb5eb8.00063be1	user_options->outfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_output.txt
TOP.66cb5eb8.00063be1	user_options->rule_buf_l	:
TOP.66cb5eb8.00063be1	user_options->rule_buf_r	:
TOP.66cb5eb8.00063be1	user_options->session	hashcat
TOP.66cb5eb8.00063be1	user_options->separator	:
TOP.66cb5eb8.00063be1	user_options->limit	0
TOP.66cb5eb8.00063be1	user_options->skip	0
TOP.66cb5eb8.00063be1	user_options->attack_mode	3
TOP.66cb5eb8.00063be1	user_options->benchmark	0
TOP.66cb5eb8.00063be1	user_options->benchmark_all	0
TOP.66cb5eb8.00063be1	user_options->bitmap_max	18
TOP.66cb5eb8.00063be1	user_options->bitmap_min	16
TOP.66cb5eb8.00063be1	user_options->debug_mode	0
TOP.66cb5eb8.00063be1	user_options->hash_info	0
TOP.66cb5eb8.00063be1	user_options->force	0
TOP.66cb5eb8.00063be1	user_options->hwmon_disable	0
TOP.66cb5eb8.00063be1	user_options->hwmon_temp_abort	90
TOP.66cb5eb8.00063be1	user_options->hash_mode	0
TOP.66cb5eb8.00063be1	user_options->hex_charset	0
TOP.66cb5eb8.00063be1	user_options->hex_salt	0
TOP.66cb5eb8.00063be1	user_options->hex_wordlist	0
TOP.66cb5eb8.00063be1	user_options->hook_threads	4
TOP.66cb5eb8.00063be1	user_options->identify	0
TOP.66cb5eb8.00063be1	user_options->increment	1
TOP.66cb5eb8.00063be1	user_options->increment_max	256
TOP.66cb5eb8.00063be1	user_options->increment_min	1
TOP.66cb5eb8.00063be1	user_options->keep_guessing	0
TOP.66cb5eb8.00063be1	user_options->kernel_accel	0
TOP.66cb5eb8.00063be1	user_options->kernel_loops	0
TOP.66cb5eb8.00063be1	user_options->kernel_threads	0
TOP.66cb5eb8.00063be1	user_options->keyspace	0
TOP.66cb5eb8.00063be1	user_options->left	0
TOP.66cb5eb8.00063be1	user_options->logfile_disable	0
TOP.66cb5eb8.00063be1	user_options->loopback	0
TOP.66cb5eb8.00063be1	user_options->machine_readable	0
TOP.66cb5eb8.00063be1	user_options->markov_classic	0
TOP.66cb5eb8.00063be1	user_options->markov_disable	0
TOP.66cb5eb8.00063be1	user_options->markov_inverse	0
TOP.66cb5eb8.00063be1	user_options->markov_threshold	256
TOP.66cb5eb8.00063be1	user_options->multiply_accel_disable	0
TOP.66cb5eb8.00063be1	user_options->backend_info	0
TOP.66cb5eb8.00063be1	user_options->backend_vector_width	0
TOP.66cb5eb8.00063be1	user_options->optimized_kernel_enable	0
TOP.66cb5eb8.00063be1	user_options->outfile_autohex	1
TOP.66cb5eb8.00063be1	user_options->outfile_check_timer	5
TOP.66cb5eb8.00063be1	user_options->outfile_format	3
TOP.66cb5eb8.00063be1	user_options->wordlist_autohex_disable	0
TOP.66cb5eb8.00063be1	user_options->potfile_disable	0
TOP.66cb5eb8.00063be1	user_options->progress_only	0
TOP.66cb5eb8.00063be1	user_options->quiet	0
TOP.66cb5eb8.00063be1	user_options->remove	0
TOP.66cb5eb8.00063be1	user_options->remove_timer	60
TOP.66cb5eb8.00063be1	user_options->restore	0
TOP.66cb5eb8.00063be1	user_options->restore_disable	0
TOP.66cb5eb8.00063be1	user_options->restore_timer	1
TOP.66cb5eb8.00063be1	user_options->rp_files_cnt	0
TOP.66cb5eb8.00063be1	user_options->rp_gen	0
TOP.66cb5eb8.00063be1	user_options->rp_gen_func_max	4
TOP.66cb5eb8.00063be1	user_options->rp_gen_func_min	1
TOP.66cb5eb8.00063be1	user_options->rp_gen_seed	0
TOP.66cb5eb8.00063be1	user_options->runtime	0
TOP.66cb5eb8.00063be1	user_options->scrypt_tmto	0
TOP.66cb5eb8.00063be1	user_options->segment_size	33554432
TOP.66cb5eb8.00063be1	user_options->self_test_disable	0
TOP.66cb5eb8.00063be1	user_options->slow_candidates	0
TOP.66cb5eb8.00063be1	user_options->show	0
TOP.66cb5eb8.00063be1	user_options->speed_only	0
TOP.66cb5eb8.00063be1	user_options->spin_damp	0
TOP.66cb5eb8.00063be1	user_options->status	0
TOP.66cb5eb8.00063be1	user_options->status_json	0
TOP.66cb5eb8.00063be1	user_options->status_timer	10
TOP.66cb5eb8.00063be1	user_options->stdout_flag	0
TOP.66cb5eb8.00063be1	user_options->usage	0
TOP.66cb5eb8.00063be1	user_options->username	0
TOP.66cb5eb8.00063be1	user_options->veracrypt_pim_start	485
TOP.66cb5eb8.00063be1	user_options->veracrypt_pim_stop	485
TOP.66cb5eb8.00063be1	user_options->version	0
TOP.66cb5eb8.00063be1	user_options->workload_profile	2
TOP.66cb5eb8.00063be1	user_options->brain_client	0
TOP.66cb5eb8.00063be1	user_options->brain_client_features	2
TOP.66cb5eb8.00063be1	user_options->brain_server	0
TOP.66cb5eb8.00063be1	user_options->brain_server_timer	300
TOP.66cb5eb8.00063be1	user_options->brain_port	6863
TOP.66cb5eb8.00063be1	user_options->brain_session	0
TOP.66cb5eb8.00063be1	hashes->hashfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_hash.txt
TOP.66cb5eb8.00063be1	hashes->hashlist_mode	5
TOP.66cb5eb8.00063be1	hashes->hashlist_format	0
TOP.66cb5eb8.00063be1	hashes->hashes_cnt	0
TOP.66cb5eb8.00063be1	hashes->digests_cnt	1
TOP.66cb5eb8.00063be1	hashes->digests_done_pot	0
TOP.66cb5eb8.00063be1	hashes->digests_done_zero	0
TOP.66cb5eb8.00063be1	hashes->digests_done	0
TOP.66cb5eb8.00063be1	hashes->salts_cnt	1
TOP.66cb5eb8.00063be1	hashes->salts_done	0
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	START
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	mask_ctx->mask	?1
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	runtime_start	1724604092
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	runtime_stop	1724604092
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	hashes->digests_done_new	0
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	status-after-work	5
TOP.66cb5eb8.00063be1	SUB.66cb5eba.00055914	STOP
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	START
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	mask_ctx->mask	?1?1
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	runtime_start	1724604094
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	runtime_stop	1724604094
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	hashes->digests_done_new	0
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	status-after-work	5
TOP.66cb5eb8.00063be1	SUB.66cb5ebc.0007c7dd	STOP
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	START
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	mask_ctx->mask	?1?1?1
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	runtime_start	1724604095
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	runtime_stop	1724604095
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	hashes->digests_done_new	0
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	status-after-work	5
TOP.66cb5eb8.00063be1	SUB.66cb5ebe.00064669	STOP
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	START
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	mask_ctx->mask	?1?1?1?1
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	runtime_start	1724604096
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	runtime_stop	1724604096
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	hashes->digests_done_new	0
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	status-after-work	5
TOP.66cb5eb8.00063be1	SUB.66cb5ebf.000562c8	STOP
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	START
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	mask_ctx->mask	?1?1?1?1?1
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	runtime_start	1724604097
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	runtime_stop	1724604098
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	hashes->digests_done_new	0
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	status-after-work	5
TOP.66cb5eb8.00063be1	SUB.66cb5ec0.0004d5ee	STOP
TOP.66cb5eb8.00063be1	proc_start	1724604088
TOP.66cb5eb8.00063be1	proc_stop	1724604100
TOP.66cb5eb8.00063be1	STOP
TOP.66cb5ece.0001495a	START
TOP.66cb5ece.0001495a	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5ece.0001495a	folder_config->install_dir	.
TOP.66cb5ece.0001495a	folder_config->profile_dir	.
TOP.66cb5ece.0001495a	folder_config->session_dir	.
TOP.66cb5ece.0001495a	folder_config->shared_dir	.
TOP.66cb5ece.0001495a	user_options->custom_charset_1	?l?u?d
TOP.66cb5ece.0001495a	user_options->custom_charset_2	aeimquyCGKOSW048
TOP.66cb5ece.0001495a	user_options->encoding_from	utf-8
TOP.66cb5ece.0001495a	user_options->encoding_to	utf-8
TOP.66cb5ece.0001495a	user_options->outfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_output.txt
TOP.66cb5ece.0001495a	user_options->rule_buf_l	:
TOP.66cb5ece.0001495a	user_options->rule_buf_r	:
TOP.66cb5ece.0001495a	user_options->session	hashcat
TOP.66cb5ece.0001495a	user_options->separator	:
TOP.66cb5ece.0001495a	user_options->limit	0
TOP.66cb5ece.0001495a	user_options->skip	0
TOP.66cb5ece.0001495a	user_options->attack_mode	3
TOP.66cb5ece.0001495a	user_options->benchmark	0
TOP.66cb5ece.0001495a	user_options->benchmark_all	0
TOP.66cb5ece.0001495a	user_options->bitmap_max	18
TOP.66cb5ece.0001495a	user_options->bitmap_min	16
TOP.66cb5ece.0001495a	user_options->debug_mode	0
TOP.66cb5ece.0001495a	user_options->hash_info	0
TOP.66cb5ece.0001495a	user_options->force	0
TOP.66cb5ece.0001495a	user_options->hwmon_disable	0
TOP.66cb5ece.0001495a	user_options->hwmon_temp_abort	90
TOP.66cb5ece.0001495a	user_options->hash_mode	0
TOP.66cb5ece.0001495a	user_options->hex_charset	0
TOP.66cb5ece.0001495a	user_options->hex_salt	0
TOP.66cb5ece.0001495a	user_options->hex_wordlist	0
TOP.66cb5ece.0001495a	user_options->hook_threads	4
TOP.66cb5ece.0001495a	user_options->identify	0
TOP.66cb5ece.0001495a	user_options->increment	0
TOP.66cb5ece.0001495a	user_options->increment_max	256
TOP.66cb5ece.0001495a	user_options->increment_min	1
TOP.66cb5ece.0001495a	user_options->keep_guessing	0
TOP.66cb5ece.0001495a	user_options->kernel_accel	0
TOP.66cb5ece.0001495a	user_options->kernel_loops	0
TOP.66cb5ece.0001495a	user_options->kernel_threads	0
TOP.66cb5ece.0001495a	user_options->keyspace	0
TOP.66cb5ece.0001495a	user_options->left	0
TOP.66cb5ece.0001495a	user_options->logfile_disable	0
TOP.66cb5ece.0001495a	user_options->loopback	0
TOP.66cb5ece.0001495a	user_options->machine_readable	0
TOP.66cb5ece.0001495a	user_options->markov_classic	0
TOP.66cb5ece.0001495a	user_options->markov_disable	0
TOP.66cb5ece.0001495a	user_options->markov_inverse	0
TOP.66cb5ece.0001495a	user_options->markov_threshold	256
TOP.66cb5ece.0001495a	user_options->multiply_accel_disable	0
TOP.66cb5ece.0001495a	user_options->backend_info	0
TOP.66cb5ece.0001495a	user_options->backend_vector_width	0
TOP.66cb5ece.0001495a	user_options->optimized_kernel_enable	0
TOP.66cb5ece.0001495a	user_options->outfile_autohex	1
TOP.66cb5ece.0001495a	user_options->outfile_check_timer	5
TOP.66cb5ece.0001495a	user_options->outfile_format	3
TOP.66cb5ece.0001495a	user_options->wordlist_autohex_disable	0
TOP.66cb5ece.0001495a	user_options->potfile_disable	0
TOP.66cb5ece.0001495a	user_options->progress_only	0
TOP.66cb5ece.0001495a	user_options->quiet	0
TOP.66cb5ece.0001495a	user_options->remove	0
TOP.66cb5ece.0001495a	user_options->remove_timer	60
TOP.66cb5ece.0001495a	user_options->restore	0
TOP.66cb5ece.0001495a	user_options->restore_disable	0
TOP.66cb5ece.0001495a	user_options->restore_timer	1
TOP.66cb5ece.0001495a	user_options->rp_files_cnt	0
TOP.66cb5ece.0001495a	user_options->rp_gen	0
TOP.66cb5ece.0001495a	user_options->rp_gen_func_max	4
TOP.66cb5ece.0001495a	user_options->rp_gen_func_min	1
TOP.66cb5ece.0001495a	user_options->rp_gen_seed	0
TOP.66cb5ece.0001495a	user_options->runtime	0
TOP.66cb5ece.0001495a	user_options->scrypt_tmto	0
TOP.66cb5ece.0001495a	user_options->segment_size	33554432
TOP.66cb5ece.0001495a	user_options->self_test_disable	0
TOP.66cb5ece.0001495a	user_options->slow_candidates	0
TOP.66cb5ece.0001495a	user_options->show	0
TOP.66cb5ece.0001495a	user_options->speed_only	0
TOP.66cb5ece.0001495a	user_options->spin_damp	0
TOP.66cb5ece.0001495a	user_options->status	0
TOP.66cb5ece.0001495a	user_options->status_json	0
TOP.66cb5ece.0001495a	user_options->status_timer	10
TOP.66cb5ece.0001495a	user_options->stdout_flag	0
TOP.66cb5ece.0001495a	user_options->usage	0
TOP.66cb5ece.0001495a	user_options->username	0
TOP.66cb5ece.0001495a	user_options->veracrypt_pim_start	485
TOP.66cb5ece.0001495a	user_options->veracrypt_pim_stop	485
TOP.66cb5ece.0001495a	user_options->version	0
TOP.66cb5ece.0001495a	user_options->workload_profile	2
TOP.66cb5ece.0001495a	user_options->brain_client	0
TOP.66cb5ece.0001495a	user_options->brain_client_features	2
TOP.66cb5ece.0001495a	user_options->brain_server	0
TOP.66cb5ece.0001495a	user_options->brain_server_timer	300
TOP.66cb5ece.0001495a	user_options->brain_port	6863
TOP.66cb5ece.0001495a	user_options->brain_session	0
TOP.66cb5ece.0001495a	hashes->hashfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_hash.txt
TOP.66cb5ece.0001495a	hashes->hashlist_mode	5
TOP.66cb5ece.0001495a	hashes->hashlist_format	0
TOP.66cb5ece.0001495a	hashes->hashes_cnt	0
TOP.66cb5ece.0001495a	hashes->digests_cnt	1
TOP.66cb5ece.0001495a	hashes->digests_done_pot	0
TOP.66cb5ece.0001495a	hashes->digests_done_zero	0
TOP.66cb5ece.0001495a	hashes->digests_done	0
TOP.66cb5ece.0001495a	hashes->salts_cnt	1
TOP.66cb5ece.0001495a	hashes->salts_done	0
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	START
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	mask_ctx->mask	?1?1?1?1?1?2
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	runtime_start	1724604112
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	runtime_stop	1724604133
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	hashes->digests_done_new	0
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	status-after-work	5
TOP.66cb5ece.0001495a	SUB.66cb5ecf.000f0f73	STOP
TOP.66cb5ece.0001495a	proc_start	1724604110
TOP.66cb5ece.0001495a	proc_stop	1724604135
TOP.66cb5ece.0001495a	STOP
TOP.66cb5ef0.000e58f1	START
TOP.66cb5ef0.000e58f1	folder_config->cwd	C:\Users\Admin\Documents\PK SEMESTR 3\PRACA MAGISTERSKA\DISTRIBUTED CRACKING\client\hashcat
TOP.66cb5ef0.000e58f1	folder_config->install_dir	.
TOP.66cb5ef0.000e58f1	folder_config->profile_dir	.
TOP.66cb5ef0.000e58f1	folder_config->session_dir	.
TOP.66cb5ef0.000e58f1	folder_config->shared_dir	.
TOP.66cb5ef0.000e58f1	user_options->custom_charset_1	?l?u?d
TOP.66cb5ef0.000e58f1	user_options->custom_charset_2	bfjnrvzDHLPTX159
TOP.66cb5ef0.000e58f1	user_options->encoding_from	utf-8
TOP.66cb5ef0.000e58f1	user_options->encoding_to	utf-8
TOP.66cb5ef0.000e58f1	user_options->outfile	..\temp\b97693d4-cdb7-4ca1-90cb-024c9b39d5cb_output.txt
TOP.66cb5ef0.000e58f1	user_options->rule_buf_l	:
TOP.66cb5ef0.000e58f1	user_options->rule_buf_r	:
TOP.66cb5ef0.000e58f1	user_options->session	hashcat
TOP.66cb5ef0.000e58f1	user_options->separator	:
TOP.66cb5ef0.000e58f1	user_options->limit	0
TOP.66cb5ef0.000e58f1	user_options->skip	0
TOP.66cb5ef0.000e58f1	user_options->attack_mode	3
TOP.66cb5ef0.000e58f1	user_options->benchmark	0
TOP.66cb5ef0.000e58f1	user_options->benchmark_all	0
TOP.66cb5ef0.000e58f1	user_options->bitmap_max	18
TOP.66cb5ef0.000e58f1	user_options->bitmap_min	16
TOP.66cb5ef0.000e58f1	user_options->debug_mode	0
TOP.66cb5ef0.000e58f1	user_options->hash_info	0
TOP.66cb5ef0.000e58f1	user_options->force	0
TOP.66cb5ef0.000e58f1	user_options->hwmon_disable	0
TOP.66cb5ef0.000e58f1	user_options->hwmon_temp_abort	90
TOP.66cb5ef0.000e58f1	user_options->hash_mode	0
TOP.66cb5ef0.000e58f1	user_options->hex_charset	0
TOP.66cb5ef0.000e58f1	user_options->hex_salt	0
TOP.66cb5ef0.000e58f1	user_options->hex_wordlist	0
TOP.66cb5ef0.000e58f1	user_options->hook_threads	4
TOP.66cb5ef0.000e58f1	user_options->identify	0
TOP.66cb5ef0.000e58f1	user_options->increment	0
TOP.66cb5ef0.000e58f1	user_options->increment_max	256
TOP.66cb5ef0.000e58f1	user_options->increment_min	1
TOP.66cb5ef0.000e58f1	user_options->keep_guessing	0
TOP.66cb5ef0.000e58f1	user_options->kernel_accel	0
TOP.66cb5ef0.000e58f1	user_options->kernel_loops	0
TOP.66cb5ef0.000e58f1	user_options->kernel_threads	0
TOP.66cb5ef0.000e58f1	user_options->keyspace	0
TOP.66cb5ef0.000e58f1	user_options->left	0
TOP.66cb5ef0.000e58f1	user_options->logfile_disable	0
TOP.66cb5ef0.000e58f1	user_options->loopback	0
TOP.66cb5ef0.000e58f1	user_options->machine_readable	0
TOP.66cb5ef0.000e58f1	user_options->markov_classic	0
TOP.66cb5ef0.000e58f1	user_options->markov_disable	0
TOP.66cb5ef0.000e58f1	user_options->markov_inverse	0
TOP.66cb5ef0.000e58f1	user_options->markov_threshold	256
TOP.66cb5ef0.000e58f1	user_options->multiply_accel_disable	0
TOP.66cb5ef0.000e58f1	user_options->backend_info	0
TOP.66cb5ef0.000e58f1	user_options->backend_vector_width	0
TOP.66cb5ef0.000e58f1	user_options->optimized_kernel_enable	0
TOP.66cb5ef0.000e58f1	user_options->outfile_autohex	1
TOP.66cb5ef0.000e58f1	user_options->outfile_check_timer	5
TOP.66cb5ef0.000e58f1	user_options->outfile_format	3
TOP.66cb5ef0.000e58f1	user_options->wordlist_autohex_disable	0
TOP.66cb5ef0.000e58f1	user_options->potfile_disable	0
TOP.66cb5ef0.000e58f1	user_options->progress_only	0
TOP.66cb5ef0.000e58f1	user_options->quiet	0
TOP.66cb5ef0.000e58f1	user_options->remove	0
TOP.66cb5ef0.000e58f1	user_options->remove_timer	60
TOP.66cb5ef0.000e58f1	user_options->restore	0
TOP.66cb5ef0.000e58f1	user_options->restore_disable	0
TOP.66cb5ef0.000e58f1	user_options->restore_timer	1
TOP.66cb5ef0.000e58f1	user_options->rp_files_cnt	0
TOP.66cb5ef0.000e58f1	user_options->rp_gen	0
TOP.66cb5ef0.000e58f1	user_options->rp_gen_func_max	4
TOP.66cb5ef0.000e58f1	user_options->rp_gen_func_min	1
TOP.66cb5ef0.000e58f1	user_options->rp_gen_seed	0
TOP.66cb5ef0.000e58f1	user_options->runtime	0
TOP.66cb5ef0.000e58f1	user_options->scrypt_tmto	0
